0,116.418346,39.871101
0,116.424827,39.871167
0,116.430835,39.870936
0,116.43783,39.870541
0,116.442551,39.870607
0,116.444053,39.872089
0,116.446928,39.871562
0,116.450619,39.871463
0,116.454953,39.871232
0,116.458129,39.871331
0,116.460361,39.871298
0,116.461219,39.871134
0,116.460833,39.86975
0,116.460704,39.868038
0,116.458429,39.866127
0,116.454395,39.86257
0,116.449932,39.859341
0,116.438688,39.858419
0,116.432766,39.857958
0,116.429161,39.85809
0,116.425513,39.857859
0,116.422166,39.857398
0,116.421951,39.854697
0,116.421866,39.850051
0,116.422166,39.844681
1,116.348523,39.871101
1,116.349553,39.877886
1,116.348609,39.882496
1,116.348609,39.888621
1,116.348609,39.891848
1,116.348781,39.893956
1,116.349296,39.897248
1,116.350497,39.897643
1,116.35333,39.89817
1,116.357106,39.899553
